ChemblID,smiles,docking score
CHEMBL1519782,FC(F)(F)c1cccc(c1)N1C=CC(=O)C(=N1)c1ccn(n1)-c1ccccc1,-7.413
CHEMBL1372459,CSc1ccccc1NC(=O)COc1ccc(Cl)cc1,-7.412
CHEMBL3218312,COC1=C(NC(CO)Cc2ccccc2)C(=O)C1=O,-7.396
CHEMBL3121357,COC(=O)CCCSc1nc2ccc3C(=O)c4ccccc4C(=O)c3c2[nH]1,-7.395
CHEMBL1343850,O=P(Nc1nccs1)(Oc1ccccc1)Oc1ccccc1,-7.392
CHEMBL1597938,CCNCCC(CCC(C)C)c1ccc2OCOc2c1,-7.392
CHEMBL2177741,CC(C(=O)Nc1nnc(CCCCc2nnc(N)s2)s1)c1ccccc1,-7.388
CHEMBL3194724,Cc1cc(C(=O)NN=Cc2ccc(cc2)N2CCOCC2)c(C)o1,-7.387
CHEMBL321753,CCn1cnc2c(NC3CCCCC3)ncnc12,-7.381
CHEMBL3331471,C(Cc1ccccc1)N(C1CNC1)c1ccccc1,-7.38
CHEMBL1594511,CCOC(=O)c1ccc(Nc2nnc3nc(C)cc(C)n23)cc1,-7.38
CHEMBL129957,CN(C)C1(CCC(O)(CCc2ccccc2)CC1)c1ccc(Cl)cc1,-7.378
CHEMBL287771,OC(=O)C(CCC(=O)N1C(Cc2ccccc12)C(O)=O)NC(=O)Nc1ccccc1,-7.369
CHEMBL1469862,COc1cccc(NC(=O)CSc2nc3ccccc3cc2Cc2ccccc2)c1,-7.369
CHEMBL416493,OC(=O)CC1Cc2ccc(OCCCNc3ccccn3)cc2Cc2ccccc12,-7.367
CHEMBL1404576,OC(=O)C1C2CC(C=C2)C1C(=O)OCC1CCCO1,-7.363
CHEMBL3673514,OCC(O)CN1CCC(CC1)c1cc2c(ccnc2[nH]1)-c1cncc(NCc2ccccc2)n1,-7.36
CHEMBL1335433,Fc1ccccc1NC(=O)c1ccc(o1)-c1cccc(c1)N(=O)=O,-7.354
CHEMBL2420832,CCC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,-7.348
CHEMBL98563,CCCN(CCC)C1CCn2ccc(C=O)c2C1,-7.347
CHEMBL1327773,COc1ccc(cc1OC)N1N=C(C(=O)NCC(=O)N2CCOCC2)c2ccccc2C1=O,-7.343
CHEMBL1164246,Fc1ccc(cc1)C(=O)C1CCN(CC1)C(=O)c1ccc(Cl)c(c1)C(F)(F)F,-7.337
CHEMBL1454939,COc1ccc(-c2[nH]ncc2CN2CCN(CC2)C(=O)c2cccs2)c(F)c1,-7.333
CHEMBL250973,CCOc1ccc(CC(=O)N2CCc3cc(OC)c(cc23)N2CC(C)N(C)C(C)C2)cc1Cl,-7.304
CHEMBL1497662,Fc1ccc(CN2C(=O)CS(=O)c3ccc(cc23)C(=O)Nc2ccccc2Cl)cc1,-7.298
CHEMBL1415259,COc1cc(NC(=O)c2ccccc2F)ccc1NC(=O)c1ccccc1Cl,-7.291
CHEMBL1470109,CC(NC(=O)CSc1ncccn1)c1ccc(Cl)cc1Cl,-7.288
CHEMBL1359802,COc1cccc2C(=O)N(CC(=O)N3CCC(C)CC3)C=Cc12,-7.28
CHEMBL100373,NCCCNCCCCC(=O)NCC(=O)NCCCCCCN=C(N)N,-7.278
CHEMBL59638,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1ncccc1C#N,-7.276
CHEMBL1883209,O=C(N(CCC#N)CCC#N)c1ccc2OCOc2c1,-7.258
CHEMBL3622585,CN(C)c1ccccc1CC1=NNC(=O)c2ccccc12,-7.257
CHEMBL1173732,O=C(Nc1ccccc1)Nc1ccc2NC(=O)C(=Cc3ccc[nH]3)c2c1,-7.254
CHEMBL1818660,COc1cc(COC2OC(CO)C(O)C(O)C2NC(C)=O)ccc1O,-7.254
CHEMBL2442763,COc1ccc(cc1)-c1cc(C(O)=O)c2ccc3[nH]ccc3c2n1,-7.239
CHEMBL550561,Nc1c(cc[n+]([O-])c1-c1ccc(Cl)cc1)C(=O)c1ccc(F)cc1F,-7.216
CHEMBL598154,Brc1cccc(c1)C(=O)NC(=Cc1cccc(c1)N(=O)=O)c1nc2ccccc2[nH]1,-7.204
CHEMBL1995623,Nc1nc(Cl)c(CO)c(NCC2(CO)CC(CCc3ccccc3)C2)n1,-7.198
CHEMBL129696,C(COc1ccc2c(c1)n(Cc1ccccc1)c1ccccc21)OC1CCCCO1,-7.195
CHEMBL1465544,Fc1cccc(c1)C(=O)N1CCN(CC(=O)Nc2ccccc2F)CC1,-7.188
CHEMBL1512736,CC(CCc1ccccc1)NC(=O)COC(=O)c1cccn1C,-7.181
CHEMBL3671596,OC1(c2ccccc2-c2c1cccc2F)C(F)(F)F,-7.18
CHEMBL1350658,O=C(NCc1cccs1)c1csc2CCCCCc12,-7.162
CHEMBL1727646,CCN(CC)CCCOC(=O)C(O)(C1CCCCC1)c1ccccc1,-7.16
CHEMBL1508659,Cn1c2ccccc2c2nnc(SCC(=O)NCc3ccoc3)nc12,-7.154
CHEMBL2289102,CC1=C(C(=O)N(C1)C(C)(C)c1ccsc1)c1ccccc1,-7.14
CHEMBL1325418,CC(C)(C)N(Cc1ccccc1)C(=O)CN1C(=O)c2ccccc2C1=O,-7.14
CHEMBL1622692,CNC(C)C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NNc1ccccc1,-7.136
CHEMBL1830871,OCC1OC(C(O)C(O)C1O)c1cc(Cc2ccc(O)cc2)c(Cl)s1,-7.128
CHEMBL3556124,OC(=O)c1c2CCN(Cc3ccccn3)Cc2cnc1-c1cccnc1,-7.126
CHEMBL201389,COC(=O)Nc1cn2ncc(C#N)c(Nc3ccc(Oc4ccccc4)cc3)c2c1C,-7.105
CHEMBL1527509,COc1ccc(C=C2SC(=O)N(CCC(=O)N3CCCCC3CCO)C2=O)cc1,-7.096
CHEMBL359663,C(C1COc2ccccc2O1)N1CCN(Cc2ccccc2)CC1,-7.094
CHEMBL1603114,Cc1sc2N=CN(CC(=O)NCc3ccco3)C(=O)c2c1-c1ccccc1,-7.09
CHEMBL3245397,NC(=N)c1cccc(COc2ccc(cc2)N(=O)=O)c1,-7.084
CHEMBL285158,CCCCCCCCN1CCN(CC1)c1cccc2OCCOc12,-7.083
CHEMBL2312295,COc1ccc(CNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC3CCCC3)n2)cc1,-7.081
CHEMBL1547492,COC(=O)Cc1cnc(NC(=O)C2C3CCC(C3)C2C(O)=O)s1,-7.078
CHEMBL1529866,CCc1ccc(OCCCCCn2ccnc2)cc1,-7.076
CHEMBL137639,CCCCS(=O)(=O)NC(CNC(=O)CCNC(=O)c1cc2cc(ccc2o1)C(N)=N)C(O)=O,-7.075
CHEMBL1688645,CC(C)(C)OC(=O)NCCCCCNC1CCN(CCc2ccccc2)CC1,-7.073
CHEMBL1619391,CN1CCCN(CC1)C(=O)CC1(CC(O)=O)CCCC1,-7.071
CHEMBL86088,CCCCC(NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)NC1CCCNC1=O,-7.06
CHEMBL1558275,Cc1ccccc1CN1CCCC(C1)C(=O)Nc1ccc(cc1)-c1cc[nH]n1,-7.045
CHEMBL1620798,C(N1CCC(CC1)N=C1NN=C(CS1)c1ccc2OCCOc2c1)c1ccccc1,-7.045
CHEMBL3472091,CCC(CO)Nc1nccc(n1)-c1c[nH]c2cc(ccc12)C(=O)OC,-7.042
CHEMBL483623,CC(CCC1=C(C)CCCC1(C)C)=CCCC(CO)=CCC1OC(=O)C=C1CO,-7.036
CHEMBL1489849,Oc1ccc2ccccc2c1CN1CCN(CC1)S(=O)(=O)c1c(F)cccc1F,-7.026
CHEMBL58996,COc1ccc(cc1)C1=CC(=O)C(=O)c2ccccc12,-7.024
CHEMBL1429073,COc1cc(OC)cc(c1)C(=O)NCC(=O)OCc1csc(n1)-c1ccccc1,-7.022
CHEMBL3549720,Cc1ncc(CN(Cc2ccccn2)Cc2ccccc2Cl)n1C,-7.02
CHEMBL261717,OC1CC2CCCCC2CC1N1CCC(CC1)c1ccccc1,-7.019
CHEMBL3476228,O=S(=O)(N1CCOCC1)N1CCOC(CCCc2ccccc2)C1,-7.016
CHEMBL382167,Cc1ccccc1OCC1CCC(N1)C(=O)N1CCCC1C#N,-7.016
CHEMBL1539265,Cc1ccsc1C=C1C(=O)c2ccccc2C1=O,-7.015
CHEMBL1333000,CCN(CCn1cccn1)C(=O)c1cc(COc2ccc(F)c(F)c2)on1,-7.013
CHEMBL149200,CCC(NC(=O)Cc1ccc(cc1)C(O)=O)c1ccccc1N1CCCCC1,-7.006
CHEMBL555285,CC(CN1C(Br)NC2=C1NC(N)=NC2=O)OCP(O)(O)=O,-7.006
CHEMBL1450742,CCOC(=O)c1c(C)nn(c1C)-c1ccc(NC(=O)C=CC(O)=O)cc1,-7.001
CHEMBL1573676,CC1CCN(CC1)S(=O)(=O)c1ccc2N(CC(=O)Nc3cc(C)cc(C)c3)C(=O)Oc2c1,-7.001
CHEMBL1372423,Cc1noc(C)c1CSCC(=O)OCC1=Nc2ccccc2C(=O)N1CC#N,-6.995
CHEMBL434654,Cc1ccccc1OCC(=O)Nc1ccc(C(=O)N2CCCCc3cc(Cl)ccc23)c(C)c1,-6.994
CHEMBL1494599,N=C1N2N=C(CC(=O)N3CCOCC3)SC2=NC(=O)C1=Cc1ccc(SCc2ccccc2)o1,-6.994
CHEMBL95657,NC(=N)NCCCC(NC(=O)OCCCCCn1cnc2c(NC3CC3)ncnc12)C(O)=O,-6.988
CHEMBL465567,CC(=O)CCC=C(C)CCC1=C(C)CCCC1(C)C,-6.987
CHEMBL205571,Cc1cccc(n1)-c1nccc(Sc2ccc(Cl)c(Cl)c2)n1,-6.981
CHEMBL1443080,Clc1cc(Cn2cnc3ccccc23)c2OCOCc2c1,-6.974
CHEMBL240927,COc1ccccc1N1CCN(CC(=O)Nc2cccc(c2)C(F)(F)F)CC1,-6.971
CHEMBL3639997,Nc1cnc(cn1)-c1ccc(cc1F)-c1ccccc1N1CCCCS1(=O)=O,-6.971
CHEMBL549411,CCOC(=O)c1cnn2c(ccnc12)-c1cccc(NC(=O)c2cccc(OC)c2)c1,-6.945
CHEMBL570610,CN(C)c1ccc(C=Cc2ccc(I)cc2)cc1,-6.939
CHEMBL3133397,Fc1ccccc1NC(=O)CSc1nnccc1-c1cccc2ccccc12,-6.937
CHEMBL314354,CNc1ncnc2n(cnc12)C1CSC(CO)O1,-6.933
CHEMBL231650,COCCOc1ccc2c(Nc3cc(O)c(Cl)cc3F)ncnc2c1,-6.932
CHEMBL3453880,COCc1ccccc1NC(=O)CCNC(=O)c1ccoc1,-6.932
CHEMBL3494675,CCc1ccccc1-n1cc(O)c(n1)C(=O)N1CCCCC1,-6.929
CHEMBL1958175,O=C1C=CN=C2C=CC(=CN12)c1cnc2nc(oc2c1)N1CCC(CC1)N1CCCCC1,-6.926
CHEMBL3459977,CC1CCCN(CCNC(=O)C2CCN(CC2)C(C)=O)C1,-6.921
CHEMBL1537947,Cc1cccc(NC(=S)NC(=O)Cc2ccccc2)c1C,-6.915
CHEMBL3451026,CC(NC(=O)N1CCN(CC1)C(=O)CC(F)(F)F)c1ccc(C)o1,-6.912
CHEMBL3199543,CCOc1ccc2nc(N=CC3=C(C)NN(C3=O)c3ccccc3)sc2c1,-6.902
CHEMBL1509669,Cc1cccc(C)c1NC(=O)CN1N=NC2C1C(=O)N(C2=O)c1cccc(Cl)c1,-6.889
CHEMBL1814397,CCOC1Oc2ccc(F)cc2C(=O)C1=CNc1cccc(c1)S(N)(=O)=O,-6.879
CHEMBL2336516,Cc1ccc(cc1NC(=O)CSc1nnc(CNc2c(C)cccc2C)n1C)N(=O)=O,-6.879
CHEMBL236754,COc1ccc(F)cc1C(C)(C)CC(O)(Cc1c(C)ccc2ccccc12)C(F)(F)F,-6.869
CHEMBL237521,CNCc1cc(Br)ccc1Oc1ccc(SC)cc1,-6.866
CHEMBL501778,Oc1ccc(CC2NCCc3cc(O)c(O)cc23)cc1,-6.865
CHEMBL1938775,CC1(C)CNC(=O)c2cc3ccc(cc3n12)C(=O)Nc1cccnc1,-6.864
CHEMBL464603,Cc1cc(-c2ccsc2)c2ncc(CSCc3ccccc3)n2c1,-6.853
CHEMBL1232859,NC(Cc1ccc(cc1)C(F)(F)P(O)(O)=O)C(O)=O,-6.843
CHEMBL1720921,CC(Sc1ncccn1)C(=O)NNC(=O)c1cccc(Cl)c1,-6.84
CHEMBL3208206,Cc1ccccc1C=NNC(=O)Cn1nnc(N)n1,-6.827
CHEMBL2018596,CN(C)CCCNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccccc2n1,-6.818
CHEMBL418103,CC(=O)NC(CS)C(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O,-6.815
CHEMBL1373783,Cc1ccc(NC(=O)c2cc(ccc2F)S(=O)(=O)NCCc2ccc(Cl)cc2)cc1,-6.809
CHEMBL1860024,CC1CN(Cc2coc(n2)-c2ccccc2C)CC(C)O1,-6.807
CHEMBL3402269,CCC(N1C(=O)CCC1=O)C(=O)NCc1ccccc1F,-6.801
CHEMBL2443315,NS(=O)(=O)c1ccc(Nc2nc(F)nc(NCCO)n2)cc1,-6.79
CHEMBL488887,FC(F)(F)c1ccc(nc1)-n1ccc(NC2CCN(CC2)C(=O)COc2cccc(Cl)c2)c1,-6.783
CHEMBL1602822,Cc1ccc(NC(=O)CN2C(=O)NC(C)(C3CC3)C2=O)cc1S(=O)(=O)N1CCCCC1,-6.783
CHEMBL3612455,CCC(=O)NCC1CCc2c(N1)cccc2OC,-6.783
CHEMBL26722,CCCOc1ccccc1C(=C)n1ccnc1,-6.772
CHEMBL86781,CC(C)=CCCC(C)=CCCC(C)=CCCCC(P(O)(O)=O)P(O)(O)=O,-6.763
CHEMBL1540602,COc1ccccc1OCCN(C#N)c1nc(nc(n1)N(C)C)N(C)C,-6.757
CHEMBL1411613,OC1=C(Cc2ccc(F)cc2)C(=O)N(CCc2ccccn2)C=C1,-6.754
CHEMBL217614,CCCc1cc(N)c2cc(NC(=O)C=Cc3ccc(Cl)cc3Cl)ccc2n1,-6.754
CHEMBL1617511,COc1ccc(cc1NCc1ccccc1)N(=O)=O,-6.754
CHEMBL3189311,Brc1cncc(c1)C(=O)NN=Cc1ccc2OCOc2c1,-6.742
CHEMBL1195160,NC(=N)Nc1cccc(Oc2ccccc2)c1,-6.727
CHEMBL3480109,NC(=O)CN1CCCC(C1)C(=O)N1CCC(CC1)Oc1ncccn1,-6.723
CHEMBL1933552,CC1CCC(CN1)N1CCC2(C1)CN(C(=O)c1cc3ccc(F)cc3[nH]1)c1ccccc21,-6.718
CHEMBL2087917,CC(COC1OC(CO)C(O)C(O)C1O)=CCc1c(O)cc2OC(C)=CC(=O)c2c1O,-6.702
CHEMBL1889605,COc1ccc(CC2CN3C(C)CN=C3N2CCNC(=O)C(C)=CC)cc1,-6.691
CHEMBL1405359,Cc1nc2ncnn2c(C)c1CCC(=O)NCCc1ccccc1,-6.69
CHEMBL1642092,CC(=O)NC(CSC(=O)Nc1ccc(Br)cc1)C(O)=O,-6.681
CHEMBL2368963,Cc1ccc(cc1)-c1cc(Cl)cc(Cl)c1C=CC1CC(O)CC(=O)O1,-6.679
CHEMBL485191,CC(N1CCCCC1)c1ccc(CN2CC(C)OC2=O)cc1,-6.673
CHEMBL341748,CC(C)S(=O)(=O)NCC(C)c1ccc(cc1)-c1ccccc1F,-6.672
CHEMBL406467,CCOC(=O)CS(=O)c1nnc(o1)-c1cc(OC)c(OC)c(OC)c1,-6.656
CHEMBL1490245,NS(=O)(=O)c1ccc(CCNC(=O)C=Cc2cccc(c2)N(=O)=O)cc1,-6.655
CHEMBL1365482,Nc1ccc(N=Nc2ccccc2)c2cccnc12,-6.653
CHEMBL24809,Cc1cc(-c2ccccc2)n(n1)C1CCN(Cc2ccccc2)CC1,-6.648
CHEMBL1625465,Clc1ccccc1CN(Cc1ccco1)Cc1nnnn1C1CCCC1,-6.639
CHEMBL1726340,CCN(CC)c1ccc(C=NN2CCCCCC2)cc1,-6.632
CHEMBL363857,CN1CCN(CC1)c1ccc(cc1)C(=O)Nc1[nH]nc2CN(Cc12)C(=O)Cc1ccsc1,-6.627
CHEMBL3196015,CN1N(C(=O)C(NC(=S)NN=Cc2ccc(O)cc2)=C1C)c1ccccc1,-6.626
CHEMBL3291357,CN1N(Cc2ccccc2C(F)(F)F)C(=O)C2=C1C1(C)CCC2C1(C)C,-6.626
CHEMBL273793,CSc1nnc(s1)-c1cc(C(C)C)c(O)c(c1)C(C)C,-6.619
CHEMBL358161,CCC(N(S)C(=S)C1CC1)C(N)=O,-6.615
CHEMBL3704859,CC(C)CC1=C(C(=O)N(CCC(=O)C(=O)NC2CC2)C1=O)c1ccc(OCC=C(C)C)cc1,-6.608
CHEMBL1964535,CN1CCc2c(C1)sc(N=Cc1c[nH]c3ccccc13)c2C#N,-6.595
CHEMBL1568954,CCOCCCNC(=O)c1ccccc1SC,-6.583
CHEMBL39367,CCN(CC)CCCNc1ncc(C)c2n(C)c3c(ccc4cc(OC)ccc34)c12,-6.58
CHEMBL245808,CC#CC1(CO)OC(C(O)C1O)N1C=CC(=O)NC1=O,-6.578
CHEMBL3085302,CC(CC(C)(C)C)NC1=C(Nc2ccc(cc2)C#N)C(=O)C1=O,-6.574
CHEMBL2271846,CC(NC(=O)Nc1cc(ccc1C(C)(C)C)C(C)(C)C)c1ccccc1,-6.564
CHEMBL3086805,CCCCCCCCc1ccc(CCN2CCC(F)CC2)cc1,-6.553
CHEMBL2010459,COC(=O)C(NC(=O)C(N)Cc1ccc(cc1)N(CCCl)CCCl)C(C)C,-6.545
CHEMBL1732938,CCOC(=O)C1=C(Nc2ccc(Cl)cc2)SCC1=O,-6.536
CHEMBL401822,Clc1cccc(c1Cl)-n1ncnc1NCc1cccnc1N1CCC1,-6.534
CHEMBL3671480,Fc1cc(Br)ccc1Nc1ncnc2cc(OCc3ccncc3)c(NC(=O)C=C)cc12,-6.533
CHEMBL2420113,NC(=S)NN=C(COC(=O)CCC(O)=O)c1ccc(cc1)N(=O)=O,-6.533
CHEMBL3218480,Cc1cc2c(Oc3ccc(cc3)S(C)(=O)=O)cc(cc2o1)C(=O)Nc1cnc(C)cn1,-6.515
CHEMBL1205525,OC(=O)c1c2CCc3cc(ccc3-c2nc2ccc(F)cc12)-c1nccs1,-6.514
CHEMBL1835505,Cc1cccc(c1)C(=O)c1cc(Cl)ccc1OCCN1C=CC(=O)NC1=O,-6.507
CHEMBL3489490,CC(C)c1cccc(OCC(=O)NS(=O)(=O)c2c(C)noc2C)c1,-6.491
CHEMBL3441832,C(Nc1ccccn1)C1CCCC2CN(Cc3csnn3)CC12,-6.488
CHEMBL3460975,Cc1nc2CCC(Cn2n1)NCc1nc(C)ccc1O,-6.485
CHEMBL418087,NC1=NC(=O)C=C(Nc2ccc(Cl)c(F)c2)N1,-6.481
CHEMBL1651916,COc1ccc(cc1F)C(=O)c1cc2c(OC)c(OC)c(OC)cc2[nH]1,-6.481
CHEMBL3496722,CC(C)OCCN(C)C(C)c1cccc(c1)S(N)(=O)=O,-6.481
CHEMBL1183695,CC(C1COC(O1)(c1ccccc1)c1ccccc1)N(C)C,-6.477
CHEMBL2144359,CN(Cc1ccccc1)S(=O)(=O)c1cc(ccc1F)C(=O)Nc1ccccc1C,-6.465
CHEMBL3497013,CN(C)c1cc(CNC(=O)C2=NNC(=O)C=C2)ccn1,-6.46
CHEMBL216222,OCCCCNS(=O)(=O)c1ccc(cc1)-c1ccc(Br)cc1,-6.449
CHEMBL3658298,Fc1ccc(NC(=O)c2ccc(SCC(=O)c3cccnc3)nc2)cc1,-6.443
CHEMBL1210204,CN1CC2(CCN(CC2)C(=O)Nc2cc(F)cc(F)c2)C1c1ccc(F)cc1,-6.443
CHEMBL104715,COc1cc(CC(C)N)c(OC)cc1CCc1ccccc1,-6.436
CHEMBL3197678,CCOC1=NN(C(=O)C1=CNc1ccc(O)cc1)c1ccc(Cl)cc1,-6.408
CHEMBL425428,CC(C)Cc1ccc(cc1)-c1nc(COc2ccc(CN3CC(C3)C(O)=O)cc2)no1,-6.402
CHEMBL2041081,OCC1OC(C(O)C(O)C1O)N1C=C(Cl)C(=O)NC1=O,-6.399
CHEMBL220325,Cc1cccc(n1)-c1ccc(OCCCOc2ccc3C(CC(O)=O)CCc3c2)cc1,-6.387
CHEMBL50244,COc1ccc(cc1)C(=CC=CC(=O)NC(C)CCCc1cccnc1)c1ccc(OC)cc1,-6.37
CHEMBL3643138,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)C(=O)C3)c(F)c2)c1C#Cc1ccc(N)nc1,-6.356
CHEMBL3458307,Cc1cnc(NC(=O)NCCOc2ncccc2Cl)s1,-6.356
CHEMBL1401498,COc1cccc(c1)S(=O)(=O)NCc1ccc(cc1)C(=O)Nc1ccc(Cl)cc1,-6.352
CHEMBL449795,COC1C(C=Cc2ccccc2)N(SC)C1=O,-6.351
CHEMBL1884279,CCOc1ccc(cc1)S(=O)(=O)NCCC(=O)Nc1ncccc1C,-6.35
CHEMBL1512840,CCOc1ccc(CNC(=O)C2=CN=C3SC(=NN3C2=O)N(CC)CC)cc1,-6.347
CHEMBL1428617,CCOC(=O)c1[nH]c(C)c(C(=O)NCc2ccc(OC)cc2)c1C,-6.344
CHEMBL1708727,Cc1ccccc1NC(=O)CSc1c[nH]nn1,-6.341
CHEMBL1563560,Cc1noc(C)c1COc1ccc(cc1)C(=O)Nc1cccc(C)n1,-6.338
CHEMBL1726392,CC(CNC(=O)c1ccc(C)c(c1)N(=O)=O)NC(=O)c1ccc(C)c(c1)N(=O)=O,-6.335
CHEMBL221898,C#Cc1ccc(cc1)N1CCN(CC2C=NN3C=CC=CC23)CC1,-6.334
CHEMBL1454272,CC(Sc1nnc(COc2ccc(Cl)cc2)n1-c1ccccc1)C(O)=O,-6.331
CHEMBL368165,c1ccc(nc1)-c1c[nH]c2c(c1)nc1ccccc21,-6.325
CHEMBL2070841,CCCS(=O)(=O)c1oc(nc1S(=O)(=O)c1ccc(F)cc1)-c1cccs1,-6.319
CHEMBL70669,CS(=O)(=O)c1ccc(cc1)-c1cc(nn1C1CCCCC1)C(=O)CCCON(=O)=O,-6.307
CHEMBL3140003,ON=Cc1n(Cc2ccccc2)cc[n+]1-c1ccccc1,-6.298
CHEMBL1766061,OCC(O)CNC(=O)c1sc(nc1C(Br)Br)-c1ccc(Cl)cc1,-6.298
CHEMBL1876356,CCN(C1CCS(=O)(=O)C1)C(=O)COC(=O)CCS(=O)(=O)c1ccc(C)cc1,-6.297
CHEMBL3353051,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CC4CN(CC4C3)C(=O)c3ccccc3)c12,-6.296
CHEMBL1466938,Fc1ccc(cc1)-n1c(SCC(=O)NC2CCS(=O)(=O)C2)nc2cc(ccc12)N(=O)=O,-6.29
CHEMBL1320172,Cc1cccc(c1)C(=N)NOC(=O)CCCN1C(=O)c2ccccc2C1=O,-6.287
CHEMBL3213539,CC(=NO)c1noc(C)c1C(=O)Nc1nccs1,-6.287
CHEMBL3699917,COCCNc1ccc2ccc(cc2n1)C(=O)N1CCC2(CC1)Cc1cn(nc1C(=O)N2)C(C)(C)C,-6.286
CHEMBL3392601,CC1CCCN1C1CS(=O)(=O)NC1COCc1ccccc1,-6.283
CHEMBL1531380,COc1ccc(CCNC(=O)CCCN2C(=O)c3cccn3-c3cccnc23)c(OC)c1OC,-6.279
CHEMBL349992,Cc1cccc(N2CCN(CCCOc3ccc4CCC(=O)Nc4c3)CC2)c1C,-6.269
CHEMBL1345313,Cc1ccc(NCC(=O)c2ccc(C)cc2)cc1,-6.268
CHEMBL2220533,CC(=O)Nc1ccccc1OCCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,-6.266
CHEMBL1301908,Fc1ccc(cc1)S(=O)(=O)NC(=NC1CCCCC1)c1ccccc1,-6.265
CHEMBL1477272,CCOCCCN1C(C(=O)N(CC1=O)C1CCC(C)CC1)c1ccc(C)cc1,-6.259
CHEMBL1431520,Cc1c(oc2ccc(cc12)S(=O)(=O)N1CCOCC1)C(=O)Nc1cccc(C)c1C,-6.255
CHEMBL150926,CC(NC(=O)C1CCCN1C(=O)CCCc1ccccc1)C(=O)c1nccs1,-6.255
CHEMBL1430255,CCCOc1ccc(cc1N(=O)=O)-c1csc(N)n1,-6.252
CHEMBL1569513,Cc1ccc(cc1)C(=O)NC(=S)NCCCN1CCOCC1,-6.239
CHEMBL1493048,Cc1ccc(CSc2cn(CC(=O)N3CCCCC3)c3ccccc23)cc1,-6.238
CHEMBL1302272,Cc1ccc(cc1)C1CC(=NNC1=O)c1ccc(Cl)cc1,-6.238
CHEMBL177577,O=C(CCCCCCc1ccccc1)c1ncc(o1)-c1ccccn1,-6.232
CHEMBL305872,C1CCCCCC2(CCCCC1)OOCCCCOO2,-6.226
CHEMBL599170,CCc1c(nnn1-c1nonc1N)C(=O)NN=Cc1ccc(O)cc1O,-6.221
CHEMBL3212212,Nc1nnnn1N=Cc1cccc(Br)c1,-6.218
CHEMBL3477071,COCCC1(CO)CCCN(C1)C(=O)C1=CC(=O)NC(O)=N1,-6.217
CHEMBL204146,Oc1ccc-2c(c1)C(=O)Oc1c(O)c(O)ccc-21,-6.214
CHEMBL2009990,CCSC1=NC(=S)N2CCN(C)C2=N1,-6.21
CHEMBL1357106,CN1C(=CC(=NS1(=O)=O)c1ccc(C)cc1)C(=O)NCc1cccs1,-6.193
CHEMBL1892022,CCCC1=CC(=O)N=C(N1)SCC(=O)Nc1nonc1C,-6.185
CHEMBL2040587,OC(=O)C(O)=CC(=O)C1(Cc2ccc(Cl)cc2)CCCN(Cc2ccccc2)C1,-6.184
CHEMBL3597775,CCCCCCNC(=O)n1nc(cc1C)C(=O)Nc1ccc(F)cc1Cl,-6.183
CHEMBL1208581,COCCOCCOCCOCCOc1ccc(C2=NC(C)(CS2)C(O)=O)c(O)c1,-6.17
CHEMBL61375,COc1cccc(OC)c1OC(=O)C(CN1CCOCC1)N1CCSCC1,-6.164
CHEMBL1604177,CC1=C(Oc2ccc(Cl)cc2Cl)C(=O)N=C(N1)c1ccccc1,-6.163
CHEMBL20554,CSc1nc(NCCN(C)C)cc(n1)-c1cccs1,-6.155
CHEMBL289265,CC(C(=O)c1ccc-2c(Cc3ccccc-23)c1)n1ccnc1,-6.15
CHEMBL2018676,O=S(=O)(c1ccccc1)c1nc2ccccc2nc1N1CCOCC1,-6.148
CHEMBL2152492,CCC(C)C(=O)c1c(O)cc(O)c2C=CC(C)(CCC=C(C)C)Oc12,-6.146
CHEMBL2229402,FCCCCN1CCNC1=NN(=O)=O,-6.142
CHEMBL52591,CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1,-6.141
CHEMBL498204,CCOC(=O)C(O)=CC(=O)c1cn(Cc2c(F)ccc(F)c2F)c2cccc(OC)c12,-6.133
CHEMBL1888558,ClC1=CC(=O)N(NC1=O)c1ccccc1,-6.122
CHEMBL1819497,Fc1ccc(cc1)C1(CNC(=O)C2CCCCN2Cc2ccccc2)CCCCC1,-6.108
CHEMBL1181221,Cc1c(C)[n+](CC(=O)c2ccc(NS(C)(=O)=O)cc2)c(C)n1C,-6.099
CHEMBL1861172,CC(C)c1ccc(COc2nc(C)ccc2C(=NO)N(C)Cc2ccco2)cc1,-6.093
CHEMBL3305487,Cc1cccc(Cl)c1OCCNCC(O)COc1ccccc1,-6.091
CHEMBL505721,Cc1ccccc1COc1nc(N)nc2nc[nH]c12,-6.085
CHEMBL2387617,CCc1ccccc1S(=O)(=O)C1CO1,-6.084
